product_id,product_name,category,brand,seller_name,vendor_id,description,color,material,size,tags,price,inventory_qty,inventory_status,units_sold_30d,gmv_last_30d,impressions,clicks,conversion_rate,rating,review_count,launch_date,catalog_owner
P0298,Mixer Grinder,Home & Kitchen,"Taylor, Stokes and Decker","Garcia, Harris and Johnson",V016,Premium mixer grinder designed for everyday use.,Brown,,,"premium,quality",540,233,In Stock,85,45900,27182,951,1.92,4.1,975,2025-06-18,Deepali
P0299,Wall Shelf,Home & Kitchen,"Diaz, Wall and Morales",Brennan-Friedman,V002,Premium wall shelf designed for everyday use.,Blue,,L,"premium,quality",1683,444,Low Stock,82,138006,38552,3220,5.41,4.8,907,2025-12-15,Deepali
P0300,Coffee Table,Home & Kitchen,Kelly Group,"Smith, Morgan and Phillips",V004,Premium coffee table designed for everyday use.,Black,Wood,XL,"premium,quality",5633,268,In Stock,106,597098,11581,4462,2.69,3.8,52,2025-02-01,Deepali
P0301,Storage Box,Home & Kitchen,Woodard-Martin,Garcia and Sons,V009,Premium storage box designed for everyday use.,Blue,Leather,L,"premium,quality",7474,247,In Stock,66,493284,16319,4909,1.96,4.8,346,2025-12-02,Deepali
P0302,Mixer Grinder,Home & Kitchen,"Small, Fisher and Dougherty","Wilson, Jackson and Holmes",V006,Premium mixer grinder designed for everyday use.,Brown,,S,"premium,quality",2892,412,Low Stock,286,827112,19828,2083,4.18,2.9,732,2025-11-10,Deepali
P0303,Wall Shelf,Home & Kitchen,Mendoza-Baker,"Peterson, Hess and Warren",V008,Premium wall shelf designed for everyday use.,Blue,Plastic,S,"premium,quality",3744,451,Low Stock,27,101088,27091,4867,0.6,3.2,450,2025-07-29,Deepali
P0304,Coffee Table,Home & Kitchen,Ruiz Ltd,"Crawford, Morris and Tucker",V016,,,,M,,9425,433,Low Stock,249,2346825,25048,4197,6.44,4.7,287,2026-05-09,Deepali
P0305,Storage Box,Home & Kitchen,Nelson Ltd,"Powell, Krueger and Huffman",V007,Premium storage box designed for everyday use.,Blue,Leather,S,"premium,quality",1381,304,Low Stock,28,38668,2889,4323,0.85,4.9,473,2025-12-31,Deepali
P0306,Cookware Set,Home & Kitchen,Barber LLC,Turner Ltd,V011,,,,,,377,150,Low Stock,38,14326,9135,267,4.3,3,194,2025-07-15,Deepali
P0307,Wall Shelf,Home & Kitchen,"Lewis, Rivers and Morris","Young, Burton and Hunter",V019,,,,L,,6396,391,Out of Stock,210,1343160,8750,516,3.33,3.3,116,2025-08-12,Deepali
P0308,Wall Shelf,Home & Kitchen,"Walker, Mitchell and Small","Parsons, Olson and Kane",V007,,,,M,,7446,263,In Stock,8,59568,48467,2521,3.62,3.7,221,2025-03-16,Deepali
P0309,Storage Box,Home & Kitchen,"Castaneda, Schmidt and Morris",Powell-Sanders,V017,Premium storage box designed for everyday use.,Black,,,"premium,quality",2860,214,Low Stock,154,440440,5374,3763,6.64,3.4,965,2024-08-19,Deepali
P0310,Mixer Grinder,Home & Kitchen,Mccullough-Gutierrez,"Chapman, Barnett and Ortiz",V006,,,,S,,3850,414,In Stock,70,269500,14609,295,2.14,3.2,398,2025-04-24,Deepali
P0311,Coffee Table,Home & Kitchen,Brown-Fischer,Moon-Harrison,V020,Premium coffee table designed for everyday use.,White,Leather,XL,"premium,quality",9671,199,Low Stock,209,2021239,19048,4787,1.82,4,783,2025-06-02,Deepali
P0312,Wall Shelf,Home & Kitchen,Thomas LLC,Lopez PLC,V013,Premium wall shelf designed for everyday use.,Black,,L,"premium,quality",4696,194,In Stock,147,690312,11095,739,3.38,2.6,8,2025-06-01,Deepali
P0313,Storage Box,Home & Kitchen,"Gomez, Garcia and Price",Hines-Peterson,V014,Premium storage box designed for everyday use.,Blue,,L,"premium,quality",7355,41,Low Stock,17,125035,31019,392,0.76,3.5,345,2025-09-01,Deepali
P0314,Storage Box,Home & Kitchen,Robbins-Decker,Pierce Group,V002,Premium storage box designed for everyday use.,Blue,Leather,,"premium,quality",2167,238,Out of Stock,166,359722,47257,3500,0.89,2.8,672,2024-09-30,Deepali
P0315,Storage Box,Home & Kitchen,"Parker, Solis and Koch","Elliott, Shelton and King",V011,Premium storage box designed for everyday use.,White,Steel,,"premium,quality",3392,311,Out of Stock,80,271360,22681,3123,2.46,3.9,992,2024-09-06,Deepali
P0316,Mixer Grinder,Home & Kitchen,"Thomas, Cabrera and Marks",Murillo and Sons,V003,,,,L,,4182,23,In Stock,283,1183506,10513,3403,1.21,3.2,121,2025-09-02,Deepali
P0317,Wall Shelf,Home & Kitchen,"Vasquez, Morris and Morrow",Erickson Inc,V020,Premium wall shelf designed for everyday use.,Red,,,"premium,quality",4594,217,Low Stock,115,528310,41508,3152,7.27,4.7,115,2025-04-26,Deepali
P0318,Storage Box,Home & Kitchen,Tucker Inc,Dixon Inc,V014,,,,M,,3521,140,Low Stock,148,521108,28108,1842,4.9,4.6,739,2024-07-08,Deepali
P0319,Wall Shelf,Home & Kitchen,Frank-Martinez,Case Ltd,V017,Premium wall shelf designed for everyday use.,Blue,,L,"premium,quality",6441,144,Out of Stock,236,1520076,48577,1012,6.63,3.2,987,2024-12-10,Deepali
P0320,Coffee Table,Home & Kitchen,Wiggins-Huynh,"Willis, Edwards and Hardy",V019,,,,,,1584,92,Out of Stock,177,280368,46494,2010,4.63,2.7,843,2025-08-23,Deepali
P0321,Cookware Set,Home & Kitchen,Montoya-Savage,"Martinez, Meyer and Cook",V004,Premium cookware set designed for everyday use.,Brown,,XL,"premium,quality",7641,472,In Stock,270,2063070,43512,1239,6.17,4.1,528,2025-08-20,Deepali
P0322,Coffee Table,Home & Kitchen,Yang-Martinez,White-Rhodes,V015,Premium coffee table designed for everyday use.,Blue,,L,"premium,quality",6022,19,Out of Stock,270,1625940,34791,115,4.94,3.4,643,2025-05-25,Deepali
P0323,Storage Box,Home & Kitchen,Cook-Miller,"Carr, Cook and Thompson",V005,Premium storage box designed for everyday use.,Blue,,,"premium,quality",933,424,Out of Stock,263,245379,7605,929,2.19,4.4,88,2025-10-23,Deepali
P0324,Coffee Table,Home & Kitchen,"Russell, Conner and Weeks","Cooper, Leon and Morales",V020,Premium coffee table designed for everyday use.,Brown,,,"premium,quality",2461,38,In Stock,282,694002,20578,1998,1.62,2.8,478,2026-01-12,Deepali
P0325,Storage Box,Home & Kitchen,Landry PLC,"Kim, Fox and Cobb",V008,,,,M,,8349,487,Out of Stock,8,66792,28586,3710,2.22,3.5,767,2025-05-14,Deepali
P0326,Storage Box,Home & Kitchen,"Diaz, Burke and Baker",Hawkins-Scott,V012,,,,L,,9332,295,Out of Stock,44,410608,10413,829,5.28,3.2,449,2024-07-08,Deepali
P0327,Wall Shelf,Home & Kitchen,"Martinez, Mathis and Ortega",Erickson-Ayala,V016,Premium wall shelf designed for everyday use.,Black,,L,"premium,quality",5976,232,In Stock,258,1541808,14935,3729,3.08,3.4,152,2024-07-31,Deepali
P0328,Wall Shelf,Home & Kitchen,Long LLC,Lin-Schmidt,V017,,,,XL,,721,340,In Stock,200,144200,7424,2487,1.47,4.5,719,2025-09-09,Deepali
P0329,Wall Shelf,Home & Kitchen,"Stewart, Williams and Aguilar",Johnson-Bauer,V005,,,,L,,4679,55,Out of Stock,241,1127639,31105,1979,7.77,4,232,2026-02-12,Deepali
P0330,Mixer Grinder,Home & Kitchen,Rodriguez Ltd,Benson LLC,V004,Premium mixer grinder designed for everyday use.,White,,,"premium,quality",664,111,In Stock,172,114208,18345,4851,3.31,4,520,2026-04-14,Deepali
P0331,Mixer Grinder,Home & Kitchen,"Randall, Gonzales and Willis",Hall Inc,V015,Premium mixer grinder designed for everyday use.,Blue,,M,"premium,quality",3758,226,In Stock,207,777906,12042,3814,4.73,4.7,987,2025-01-21,Deepali
P0332,Coffee Table,Home & Kitchen,Vasquez-Miller,Anderson-Clayton,V018,Premium coffee table designed for everyday use.,Brown,,S,"premium,quality",7723,413,Low Stock,74,571502,27438,341,6.59,3.1,378,2024-07-11,Deepali
P0333,Wall Shelf,Home & Kitchen,Hayes-Lawrence,Jones-Morris,V009,,,,L,,7080,113,Out of Stock,248,1755840,21345,3874,2.25,4.1,777,2025-02-02,Deepali
P0334,Coffee Table,Home & Kitchen,Branch LLC,Fitzgerald-Stevens,V002,Premium coffee table designed for everyday use.,White,,,"premium,quality",2466,202,Low Stock,230,567180,22271,4803,6.63,3,981,2026-05-27,Deepali
P0335,Wall Shelf,Home & Kitchen,"Wolf, Tucker and Gonzalez","York, Garcia and White",V017,,,,S,,1263,133,In Stock,44,55572,6512,425,3.93,3.6,203,2025-03-06,Deepali
P0336,Coffee Table,Home & Kitchen,Stephens-Strickland,"Gill, Campbell and Adams",V004,Premium coffee table designed for everyday use.,Red,,,"premium,quality",6309,335,In Stock,231,1457379,42370,4822,0.75,4.5,806,2026-05-04,Deepali
P0337,Coffee Table,Home & Kitchen,"Figueroa, Lawson and Henry",Gonzalez LLC,V004,Premium coffee table designed for everyday use.,Brown,Steel,M,"premium,quality",8569,99,Out of Stock,179,1533851,39616,3905,2.13,4,505,2024-08-06,Deepali
P0338,Mixer Grinder,Home & Kitchen,Jones-Simmons,"French, Wilson and King",V004,,,,XL,,3809,203,In Stock,220,837980,34503,2672,5.91,4.5,402,2025-09-14,Deepali
P0339,Cookware Set,Home & Kitchen,"Davis, Carroll and Williams",Lynch-Rodriguez,V013,,,,M,,4082,267,In Stock,242,987844,44043,715,6.37,2.6,954,2026-03-15,Deepali
P0340,Storage Box,Home & Kitchen,"Evans, Gordon and Castro",Terry Ltd,V019,Premium storage box designed for everyday use.,Black,,S,"premium,quality",6031,339,In Stock,153,922743,37254,3223,1.04,3.4,984,2025-06-16,Deepali
P0341,Coffee Table,Home & Kitchen,Thomas-Fuentes,Rose Ltd,V012,Premium coffee table designed for everyday use.,Red,,,"premium,quality",8269,334,Low Stock,59,487871,22524,1106,6.51,4.4,261,2025-03-02,Deepali
P0342,Mixer Grinder,Home & Kitchen,Wilson Group,"Hernandez, Harris and Hood",V003,Premium mixer grinder designed for everyday use.,Red,,M,"premium,quality",1787,341,Out of Stock,79,141173,45490,1677,7.65,2.9,798,2025-12-18,Deepali
P0343,Wall Shelf,Home & Kitchen,Bradley Ltd,"Ortega, Sherman and Young",V005,Premium wall shelf designed for everyday use.,Blue,,,"premium,quality",8144,299,Out of Stock,287,2337328,30740,2644,5.86,4.9,198,2024-12-12,Deepali
P0344,Storage Box,Home & Kitchen,Scott-Young,Butler-Kirby,V008,,,,M,,2262,330,Out of Stock,119,269178,25433,229,7.88,4.6,73,2025-03-15,Deepali
P0345,Cookware Set,Home & Kitchen,Alvarado-Patrick,"Kelley, Davenport and Guzman",V007,Premium cookware set designed for everyday use.,White,,XL,"premium,quality",5009,232,In Stock,173,866557,13556,4452,5.56,4,662,2026-01-09,Deepali
P0346,Storage Box,Home & Kitchen,Cortez-Lee,"Melendez, Carr and Smith",V015,Premium storage box designed for everyday use.,White,Steel,L,"premium,quality",7753,339,Out of Stock,88,682264,28880,4872,2.02,3.3,970,2025-05-28,Deepali
P0347,Storage Box,Home & Kitchen,"Graham, Norris and Gibson",Williams Ltd,V016,Premium storage box designed for everyday use.,Red,Leather,S,"premium,quality",8959,150,In Stock,210,1881390,47722,4230,1.27,4.3,625,2025-02-19,Deepali
P0348,Storage Box,Home & Kitchen,Clark Ltd,Hayes-Sparks,V001,Premium storage box designed for everyday use.,White,,M,"premium,quality",6903,319,In Stock,126,869778,42890,3513,7.7,2.6,913,2024-09-07,Deepali
P0349,Wall Shelf,Home & Kitchen,"House, Reynolds and Johnson",Cunningham LLC,V003,Premium wall shelf designed for everyday use.,Black,Leather,,"premium,quality",5534,438,In Stock,160,885440,43034,2259,2.09,4,795,2026-02-19,Deepali
P0350,Wall Shelf,Home & Kitchen,Murphy Group,White Ltd,V002,Premium wall shelf designed for everyday use.,Blue,,S,"premium,quality",712,420,In Stock,34,24208,29145,1108,1.07,4.3,736,2025-03-27,Deepali
P0351,Face Wash,Beauty,"Castillo, Williams and Barry",Terry Inc,V007,,,,S,,7615,241,Out of Stock,104,791960,32675,512,5.27,3.7,99,2025-07-09,Deepali
P0352,Lipstick,Beauty,Randall-Trevino,"Lewis, Herrera and Burke",V005,,,,S,,6253,46,In Stock,174,1088022,48339,129,3.56,4.6,731,2026-03-22,Deepali
P0353,Lipstick,Beauty,"Hart, Brown and Harris",Montoya-Scott,V006,,,,M,,9711,425,Low Stock,52,504972,7518,3655,7.77,3.9,386,2025-10-12,Deepali
P0354,Serum,Beauty,Romero-Joseph,Jones Inc,V020,Premium serum designed for everyday use.,Black,,M,"premium,quality",433,406,In Stock,226,97858,31413,3357,3.98,5,145,2026-05-10,Deepali
P0355,Lipstick,Beauty,Moore-Douglas,Rodriguez-Schroeder,V016,Premium lipstick designed for everyday use.,Black,,L,"premium,quality",2881,477,Low Stock,8,23048,39777,3473,0.96,4.1,903,2025-09-12,Deepali
P0356,Lipstick,Beauty,"Collins, Mata and Williams",Garcia-Mitchell,V009,,,,M,,883,10,Out of Stock,139,122737,25143,109,2.63,4.3,503,2025-03-01,Deepali
P0357,Moisturizer,Beauty,"Briggs, Jones and Johnson","Pugh, Brooks and Nicholson",V001,Premium moisturizer designed for everyday use.,Black,,,"premium,quality",4823,29,Low Stock,168,810264,30511,2904,3.58,3.6,508,2025-12-07,Deepali
P0358,Serum,Beauty,"Smith, Herrera and Carlson",Baker-Farrell,V020,Premium serum designed for everyday use.,Red,,M,"premium,quality",6743,125,In Stock,212,1429516,14913,1495,5.18,3,832,2024-10-27,Deepali
P0359,Face Wash,Beauty,Liu Ltd,"Watkins, Hill and Wheeler",V006,,,,M,,1652,452,Out of Stock,253,417956,33372,666,7.7,3.6,84,2025-07-06,Deepali
P0360,Moisturizer,Beauty,Olson-Nelson,Gill Inc,V003,,,,S,,1878,278,Out of Stock,126,236628,10813,869,0.8,4,695,2024-08-22,Deepali
P0361,Serum,Beauty,"Weber, Bradley and Hartman","Fox, Stewart and Snyder",V013,,,,S,,8606,449,Low Stock,170,1463020,21734,4694,2.18,3.1,431,2025-05-17,Deepali
P0362,Moisturizer,Beauty,"Peterson, Hubbard and Burton",Cook Group,V003,Premium moisturizer designed for everyday use.,Brown,Cotton,M,"premium,quality",5441,131,Out of Stock,168,914088,18936,476,6.5,2.8,229,2025-08-08,Deepali
P0363,Shampoo,Beauty,Gomez LLC,Vincent Ltd,V014,,,,M,,6607,386,Low Stock,75,495525,15268,61,4.95,3.9,376,2025-02-07,Deepali
P0364,Face Wash,Beauty,Shelton and Sons,Gonzales and Sons,V017,Premium face wash designed for everyday use.,Red,Steel,,"premium,quality",4217,112,Low Stock,142,598814,34219,930,3.26,4.7,599,2025-09-22,Deepali
P0365,Serum,Beauty,Mitchell-Sherman,Burton Ltd,V001,Premium serum designed for everyday use.,Black,,L,"premium,quality",7341,273,Low Stock,181,1328721,21669,4125,1.15,3.7,230,2026-05-24,Deepali
P0366,Shampoo,Beauty,Salas Ltd,Fuentes-Singleton,V005,Premium shampoo designed for everyday use.,White,,,"premium,quality",7334,116,In Stock,29,212686,9817,437,4.17,3.5,943,2026-04-02,Deepali
P0367,Face Wash,Beauty,Campos-Johnson,Perez-Ross,V013,Premium face wash designed for everyday use.,Brown,,M,"premium,quality",4316,142,In Stock,27,116532,22678,3803,3.8,3.5,982,2026-04-21,Deepali
P0368,Lipstick,Beauty,"Flynn, White and Paul",Smith-Richards,V003,Premium lipstick designed for everyday use.,Black,Steel,M,"premium,quality",1245,228,Out of Stock,62,77190,13676,4273,5.38,4.2,401,2024-11-15,Deepali
P0369,Face Wash,Beauty,Garcia Group,Robinson-Rowland,V010,Premium face wash designed for everyday use.,Black,,S,"premium,quality",6102,164,Out of Stock,276,1684152,6606,458,1.47,3.1,166,2025-11-13,Deepali
P0370,Face Wash,Beauty,Johnson LLC,Patel Inc,V016,Premium face wash designed for everyday use.,Brown,,L,"premium,quality",3404,46,Low Stock,252,857808,27390,106,2.02,4.9,311,2026-03-23,Deepali
P0371,Moisturizer,Beauty,Chambers PLC,Chandler PLC,V018,Premium moisturizer designed for everyday use.,Blue,,M,"premium,quality",4913,442,Low Stock,179,879427,5532,1171,4.51,3.7,556,2025-04-04,Deepali
P0372,Face Wash,Beauty,Young Group,Morrison-Snyder,V007,Premium face wash designed for everyday use.,Brown,Cotton,XL,"premium,quality",4447,367,Out of Stock,282,1254054,47969,2597,6.3,2.7,274,2024-07-03,Deepali
P0373,Shampoo,Beauty,Brady-Watkins,Meza-Mcclain,V009,Premium shampoo designed for everyday use.,Blue,,XL,"premium,quality",4455,216,In Stock,280,1247400,16866,3132,3.79,4.4,604,2025-03-04,Deepali
P0374,Serum,Beauty,"Hall, Castillo and Stewart",Brock-Gregory,V013,Premium serum designed for everyday use.,Red,Wood,M,"premium,quality",4662,211,In Stock,29,135198,32160,4718,5.46,3.9,372,2024-07-30,Deepali
P0375,Lipstick,Beauty,"Roberts, Reed and Gutierrez","Rodriguez, Perry and Clark",V016,,,,XL,,3877,3,Out of Stock,32,124064,11806,4441,4.66,3.7,557,2024-07-02,Deepali
P0376,Moisturizer,Beauty,Taylor and Sons,"Hebert, Jones and Gardner",V004,,,,XL,,1977,152,In Stock,222,438894,8610,4862,6.61,2.7,334,2024-10-24,Deepali
P0377,Moisturizer,Beauty,"Myers, Hammond and Wagner","Guzman, Tate and White",V005,,,,XL,,1821,478,In Stock,97,176637,19429,3269,4.7,4.2,464,2025-02-04,Deepali
P0378,Serum,Beauty,Howell LLC,"Brady, Walsh and Wade",V009,,,,S,,6007,204,Out of Stock,287,1724009,5036,4304,3.86,3.4,299,2025-03-30,Deepali
P0379,Moisturizer,Beauty,Mcdonald-Montoya,Hughes and Sons,V014,Premium moisturizer designed for everyday use.,Brown,,XL,"premium,quality",6208,428,Out of Stock,24,148992,31644,3111,2.65,4.2,877,2025-12-21,Deepali
P0380,Shampoo,Beauty,Smith-Walton,"Taylor, Bowman and Taylor",V013,,,,XL,,6539,132,In Stock,132,863148,17294,4890,4.55,2.6,466,2025-11-20,Deepali
P0381,Face Wash,Beauty,Young-Baker,Woods-Caldwell,V003,Premium face wash designed for everyday use.,Red,,L,"premium,quality",495,23,In Stock,39,19305,28727,1205,3.33,4.1,545,2025-01-01,Deepali
P0382,Shampoo,Beauty,Anderson PLC,Martin PLC,V005,Premium shampoo designed for everyday use.,Brown,,,"premium,quality",4033,384,Out of Stock,5,20165,49387,4741,3.14,4.7,603,2025-04-21,Deepali
P0383,Lipstick,Beauty,Sanchez Group,Dyer Ltd,V009,Premium lipstick designed for everyday use.,Brown,,L,"premium,quality",5786,307,Low Stock,51,295086,45764,2392,6.11,3.1,817,2025-10-02,Deepali
P0384,Moisturizer,Beauty,Matthews PLC,White LLC,V004,,,,S,,9154,97,Out of Stock,214,1958956,25009,2531,4.15,3,85,2026-05-03,Deepali
P0385,Shampoo,Beauty,"Tran, Jackson and Ramsey","Davila, Newton and Nelson",V011,Premium shampoo designed for everyday use.,Black,,M,"premium,quality",3181,183,In Stock,284,903404,1543,2860,7.21,2.9,956,2025-11-19,Deepali
P0386,Face Wash,Beauty,Douglas LLC,"Anderson, Crawford and Hernandez",V013,Premium face wash designed for everyday use.,Red,,M,"premium,quality",4919,422,In Stock,154,757526,4468,4718,7.07,3.7,80,2025-03-26,Deepali
P0387,Shampoo,Beauty,Livingston-Rice,Andrews-Craig,V008,Premium shampoo designed for everyday use.,White,,,"premium,quality",2692,336,Low Stock,269,724148,33111,3079,6.03,4.8,842,2025-09-12,Deepali
P0388,Face Wash,Beauty,Singh-Cruz,Charles-Yang,V020,Premium face wash designed for everyday use.,Red,,XL,"premium,quality",4445,126,Out of Stock,43,191135,35282,1835,1.39,3.6,315,2025-12-07,Deepali
P0389,Lipstick,Beauty,Mitchell-Oconnor,Moran-Grimes,V010,Premium lipstick designed for everyday use.,Red,Cotton,,"premium,quality",8149,445,In Stock,188,1532012,41389,4804,2.1,3.9,257,2024-08-20,Deepali
P0390,Lipstick,Beauty,"Fowler, Taylor and Gilmore","Castillo, Robinson and Dixon",V008,Premium lipstick designed for everyday use.,Black,Wood,S,"premium,quality",3463,494,In Stock,267,924621,17522,1142,4.47,4.7,887,2025-05-10,Deepali
P0391,Lipstick,Beauty,Morales-Mendoza,Archer-Vargas,V011,Premium lipstick designed for everyday use.,Black,,M,"premium,quality",7129,222,Low Stock,207,1475703,38530,3501,3.3,4.8,667,2026-02-28,Deepali
P0392,Shampoo,Beauty,Morris LLC,Davis-Nelson,V010,Premium shampoo designed for everyday use.,Brown,Leather,XL,"premium,quality",1893,135,Out of Stock,73,138189,30608,662,1.89,4.5,920,2025-03-30,Deepali
P0393,Serum,Beauty,Wright-Thomas,Chen-Rice,V012,Premium serum designed for everyday use.,Blue,,,"premium,quality",4241,258,Low Stock,19,80579,49314,3138,1.38,2.9,546,2024-12-24,Deepali
P0394,Lipstick,Beauty,"Garza, Olson and Austin",Macias Ltd,V014,,,,M,,9955,54,Low Stock,266,2648030,26974,73,5.24,4.3,915,2024-11-21,Deepali
P0395,Moisturizer,Beauty,"Lee, Washington and Marshall","Palmer, Dorsey and Douglas",V011,Premium moisturizer designed for everyday use.,Brown,,S,"premium,quality",479,111,Low Stock,236,113044,23371,1239,6.04,4.7,562,2024-06-29,Deepali
P0396,Moisturizer,Beauty,Wagner LLC,Johnson LLC,V008,,,,M,,9044,124,In Stock,144,1302336,44246,2197,2.26,2.8,95,2025-05-25,Deepali
