product_id,product_name,category,brand,seller_name,vendor_id,description,color,material,size,tags,price,inventory_qty,inventory_status,units_sold_30d,gmv_last_30d,impressions,clicks,conversion_rate,rating,review_count,launch_date,catalog_owner
P0397,Shampoo,Beauty,Thomas and Sons,"Branch, Orozco and Eaton",V011,Premium shampoo designed for everyday use.,Red,,S,"premium,quality",6633,97,In Stock,251,1664883,38335,4280,0.85,2.6,184,2025-06-17,Deepali
P0398,Shampoo,Beauty,"Romero, Lynch and Dixon",Rodriguez and Sons,V014,Premium shampoo designed for everyday use.,Blue,,M,"premium,quality",4918,464,Low Stock,74,363932,8528,4187,1.53,3.3,281,2025-03-01,Deepali
P0399,Moisturizer,Beauty,Mcbride-Rice,"Summers, Johnson and Mata",V013,Premium moisturizer designed for everyday use.,Brown,Steel,M,"premium,quality",1202,359,Low Stock,254,305308,23272,2377,2.17,3,270,2024-12-14,Deepali
P0400,Shampoo,Beauty,Perez-Harris,Bennett Ltd,V007,,,,M,,7210,65,Out of Stock,239,1723190,15080,1237,7.68,2.9,379,2025-05-26,Deepali
P0401,Face Wash,Beauty,"Henderson, Mcdonald and Clark","Roy, Mendez and Ruiz",V001,Premium face wash designed for everyday use.,Brown,,XL,"premium,quality",9822,157,In Stock,284,2789448,18291,2020,4.07,2.8,208,2024-09-02,Deepali
P0402,Shampoo,Beauty,"Coleman, Sanchez and Gutierrez",Elliott Group,V018,Premium shampoo designed for everyday use.,Brown,,XL,"premium,quality",526,28,In Stock,223,117298,42570,2203,4.24,2.7,148,2026-02-20,Deepali
P0403,Moisturizer,Beauty,"Williams, Andersen and Tucker",Harper and Sons,V011,,,,XL,,2083,372,Low Stock,114,237462,34550,597,1.9,3.7,355,2025-11-17,Deepali
P0404,Lipstick,Beauty,Hendrix and Sons,Robinson-Hoover,V002,Premium lipstick designed for everyday use.,Blue,Wood,S,"premium,quality",3794,351,Out of Stock,249,944706,36608,1566,2.3,3.4,637,2026-02-04,Deepali
P0405,Serum,Beauty,Mendoza LLC,Smith-Hoffman,V010,Premium serum designed for everyday use.,Brown,,M,"premium,quality",9322,245,In Stock,115,1072030,25616,476,7.05,4.7,175,2026-02-19,Deepali
P0406,Moisturizer,Beauty,Hawkins PLC,Macias LLC,V016,,,,M,,4060,336,In Stock,25,101500,41529,2603,5.58,4.8,232,2024-06-15,Deepali
P0407,Face Wash,Beauty,"Griffin, Powell and Harris",Hayes-Garcia,V013,Premium face wash designed for everyday use.,Brown,,M,"premium,quality",9224,265,Out of Stock,267,2462808,4988,4854,4.79,2.5,555,2025-09-21,Deepali
P0408,Face Wash,Beauty,Robinson Inc,Castro-King,V002,Premium face wash designed for everyday use.,Blue,Cotton,M,"premium,quality",6399,461,In Stock,12,76788,17932,2425,2.18,4.9,469,2026-01-25,Deepali
P0409,Serum,Beauty,Young PLC,Brady Ltd,V017,Premium serum designed for everyday use.,White,Wood,L,"premium,quality",2947,134,Out of Stock,282,831054,20125,587,7.93,4.7,484,2025-05-29,Deepali
P0410,Face Wash,Beauty,Woodard Inc,Melton-Hart,V020,,,,S,,1451,234,Out of Stock,180,261180,19074,2835,7.93,2.9,232,2026-04-01,Deepali
P0411,Lipstick,Beauty,Wright-Jones,"Phillips, Frost and Thompson",V018,Premium lipstick designed for everyday use.,Red,,XL,"premium,quality",8002,120,Out of Stock,233,1864466,26931,3057,4.3,3.3,113,2024-05-30,Deepali
P0412,Shampoo,Beauty,Gilbert-Edwards,Anderson-Johnson,V003,,,,M,,443,180,In Stock,222,98346,24503,4215,1.66,4.6,225,2025-10-01,Deepali
P0413,Shampoo,Beauty,Rogers-Sanchez,Zuniga-Sloan,V006,Premium shampoo designed for everyday use.,Blue,,L,"premium,quality",3765,290,Out of Stock,11,41415,8051,4176,3.8,2.5,799,2025-02-26,Deepali
P0414,Moisturizer,Beauty,Underwood LLC,"Henderson, Schmitt and Rowe",V009,,,,L,,3271,176,Out of Stock,177,578967,49404,4750,1.08,4.8,816,2025-11-27,Deepali
P0415,Serum,Beauty,"Ford, Martinez and Marquez","Thompson, Chaney and Williamson",V007,Premium serum designed for everyday use.,Black,,,"premium,quality",6844,43,Low Stock,276,1888944,40266,4480,0.9,4.9,325,2026-01-08,Deepali
P0416,Shampoo,Beauty,Stein-Smith,"Ryan, Jones and Lopez",V020,,,,XL,,3228,451,Low Stock,238,768264,11026,1395,2.98,3.5,992,2025-08-15,Deepali
P0417,Shampoo,Beauty,"Raymond, Adams and Sanchez",Freeman-Ward,V014,Premium shampoo designed for everyday use.,Blue,,,"premium,quality",3705,455,In Stock,46,170430,2996,2495,3.91,4,115,2024-11-28,Deepali
P0418,Serum,Beauty,Montgomery-Short,Barnes-Esparza,V005,Premium serum designed for everyday use.,Blue,,XL,"premium,quality",8194,427,Out of Stock,51,417894,13862,2314,3.43,2.8,720,2024-12-28,Deepali
P0419,Serum,Beauty,"Thomas, Bryant and Jensen",Allen-Bonilla,V012,Premium serum designed for everyday use.,Red,,S,"premium,quality",6095,126,In Stock,147,895965,44586,693,0.8,4.6,220,2024-06-28,Deepali
P0420,Face Wash,Beauty,Williams Inc,"Wheeler, Terrell and Harmon",V011,Premium face wash designed for everyday use.,Blue,,L,"premium,quality",9898,28,Out of Stock,141,1395618,40043,3146,1.78,4.5,884,2025-11-07,Deepali
P0421,Moisturizer,Beauty,Garcia-Wright,Young Ltd,V006,Premium moisturizer designed for everyday use.,White,Steel,M,"premium,quality",2706,469,Out of Stock,191,516846,38769,74,6.74,2.8,145,2024-06-23,Deepali
P0422,Serum,Beauty,Bean PLC,"Lewis, Bruce and Padilla",V009,,,,L,,7407,82,In Stock,186,1377702,35470,4490,2.65,2.6,805,2026-02-18,Deepali
P0423,Moisturizer,Beauty,"Conner, Baker and Hawkins",Brown Ltd,V011,Premium moisturizer designed for everyday use.,Brown,,,"premium,quality",3843,5,Low Stock,81,311283,42274,1240,5.15,3.4,189,2026-03-05,Deepali
P0424,Lipstick,Beauty,"Molina, Campbell and Oliver",Green-Miller,V003,,,,M,,6816,38,In Stock,122,831552,32400,1196,2.23,2.6,643,2024-11-25,Deepali
P0425,Serum,Beauty,"Miller, Rodriguez and Choi",Huff Inc,V011,,,,,,983,167,In Stock,113,111079,14200,4086,5.35,4.1,200,2026-03-17,Deepali
P0426,Football,Sports,"Joseph, Escobar and Adams","Johnson, Mitchell and Hernandez",V011,,,,XL,,6972,298,Out of Stock,152,1059744,24566,2694,2.84,5,615,2025-12-04,Deepali
P0427,Cricket Bat,Sports,Brown Group,Smith-Gomez,V019,Premium cricket bat designed for everyday use.,Brown,Cotton,M,"premium,quality",3350,67,In Stock,297,994950,9309,1630,5.26,3.5,23,2024-06-09,Deepali
P0428,Cricket Bat,Sports,"Wise, Elliott and Cruz","Christian, Thompson and Vincent",V013,Premium cricket bat designed for everyday use.,Red,,M,"premium,quality",2182,268,In Stock,90,196380,1392,2303,7.54,3.5,519,2024-11-20,Deepali
P0429,Cricket Bat,Sports,"Ramirez, Briggs and Pacheco",Foster-Burton,V019,,,,,,5449,148,In Stock,261,1422189,26977,3005,4.9,4.7,424,2024-10-29,Deepali
P0430,Yoga Mat,Sports,Edwards-Black,Gray Group,V014,Premium yoga mat designed for everyday use.,Black,Wood,L,"premium,quality",4086,76,Low Stock,199,813114,9788,3902,3.28,3.8,530,2024-10-23,Deepali
P0431,Yoga Mat,Sports,Patterson-Alvarez,"Lewis, Charles and Tate",V020,,,,,,1538,396,In Stock,99,152262,17095,3093,4.04,4.9,554,2024-12-14,Deepali
P0432,Resistance Band,Sports,Hawkins LLC,Petersen-Rivera,V005,Premium resistance band designed for everyday use.,Red,Cotton,S,"premium,quality",5782,435,Low Stock,137,792134,43887,3061,4.62,3.7,583,2025-12-14,Deepali
P0433,Yoga Mat,Sports,Smith-Johnson,Owens and Sons,V009,Premium yoga mat designed for everyday use.,Red,Wood,L,"premium,quality",5890,36,In Stock,108,636120,5819,206,7.01,3.9,762,2024-06-19,Deepali
P0434,Yoga Mat,Sports,Mcdaniel-Ortega,Adams Ltd,V019,Premium yoga mat designed for everyday use.,Red,,S,"premium,quality",9773,486,Low Stock,96,938208,10217,3466,3.13,2.6,838,2024-08-28,Deepali
P0435,Cricket Bat,Sports,Black and Sons,"Hanson, Sanchez and Moore",V019,Premium cricket bat designed for everyday use.,Blue,Cotton,M,"premium,quality",3434,486,In Stock,55,188870,15537,1093,4.38,3.1,509,2025-02-19,Deepali
P0436,Football,Sports,Tran-Gonzalez,Robinson-Brown,V006,Premium football designed for everyday use.,Blue,,,"premium,quality",4137,273,In Stock,7,28959,21207,4757,5.22,4.7,414,2025-12-08,Deepali
P0437,Football,Sports,Durham Group,Mitchell-Kelley,V016,,,,L,,8371,80,Low Stock,279,2335509,39749,4496,0.51,3.5,20,2025-12-23,Deepali
P0438,Dumbbell,Sports,"Fuller, Richardson and Griffin",Villegas-Bryant,V005,Premium dumbbell designed for everyday use.,Red,Steel,L,"premium,quality",388,433,Low Stock,242,93896,49779,3785,6.62,4.6,515,2024-07-19,Deepali
P0439,Football,Sports,"Chapman, Nelson and Steele",Mercado-Jones,V019,,,,S,,5526,10,Low Stock,72,397872,11265,4615,6.3,5,910,2024-09-28,Deepali
P0440,Resistance Band,Sports,Moore Inc,"Allen, Jacobson and Delgado",V013,,,,L,,2017,235,Low Stock,120,242040,7454,3946,1.96,3.5,460,2025-03-02,Deepali
P0441,Resistance Band,Sports,"Hall, Nelson and Smith","Johnson, Trevino and Kim",V002,,,,S,,7590,136,In Stock,51,387090,24865,3259,4.62,3.2,861,2025-11-12,Deepali
P0442,Dumbbell,Sports,Davis LLC,Rogers LLC,V011,Premium dumbbell designed for everyday use.,Red,Plastic,,"premium,quality",5273,274,Low Stock,236,1244428,46338,1678,5.27,3,189,2025-04-19,Deepali
P0443,Dumbbell,Sports,Williamson and Sons,"Parker, Harmon and Potter",V011,,,,,,9717,26,Out of Stock,115,1117455,41978,804,2.79,4,100,2026-03-27,Deepali
P0444,Cricket Bat,Sports,"Watson, Walters and Carlson",Anderson LLC,V001,Premium cricket bat designed for everyday use.,Brown,,L,"premium,quality",542,127,Out of Stock,79,42818,29131,391,6.24,3.2,487,2024-07-04,Deepali
P0445,Football,Sports,Miranda Ltd,Lee-Krueger,V001,,,,XL,,9966,170,In Stock,291,2900106,23354,1170,6.58,4,894,2026-03-08,Deepali
P0446,Cricket Bat,Sports,Jackson-Vasquez,Gomez LLC,V011,Premium cricket bat designed for everyday use.,Black,Cotton,XL,"premium,quality",8201,374,In Stock,167,1369567,15451,3818,6.95,4.2,99,2024-11-09,Deepali
P0447,Dumbbell,Sports,Oliver-Pena,"Johnson, Holt and Wells",V008,Premium dumbbell designed for everyday use.,Red,,S,"premium,quality",3742,122,Out of Stock,184,688528,49010,4295,6.97,4.4,530,2024-10-28,Deepali
P0448,Dumbbell,Sports,"Sanchez, Wong and Stewart",Mathews LLC,V003,,,,L,,1594,310,Out of Stock,252,401688,11994,434,6.28,3.9,479,2025-09-23,Deepali
P0449,Resistance Band,Sports,Weiss Inc,Meyer LLC,V006,Premium resistance band designed for everyday use.,Red,,XL,"premium,quality",4039,98,Out of Stock,211,852229,21121,458,3.32,4.4,516,2024-11-27,Deepali
P0450,Resistance Band,Sports,Duncan Ltd,Hayden Group,V003,Premium resistance band designed for everyday use.,Red,,XL,"premium,quality",6500,486,Low Stock,207,1345500,43579,2300,2.3,4.3,739,2025-06-09,Deepali
P0451,Cricket Bat,Sports,Dean-Green,Mora LLC,V003,,,,S,,8332,449,In Stock,83,691556,35737,824,6.85,4.6,902,2025-01-15,Deepali
P0452,Cricket Bat,Sports,Johnson-Russell,Salas PLC,V020,,,,M,,2811,9,Out of Stock,253,711183,31274,3922,1.89,3.6,201,2024-11-05,Deepali
P0453,Cricket Bat,Sports,Wilson Group,"Graham, Hamilton and Howard",V015,Premium cricket bat designed for everyday use.,Red,,M,"premium,quality",5514,412,In Stock,77,424578,49289,1693,4.83,3.3,531,2024-08-17,Deepali
P0454,Yoga Mat,Sports,Wiggins-Gibbs,Boyd Inc,V001,,,,M,,9419,299,Low Stock,69,649911,45307,3768,7.38,2.6,436,2025-12-30,Deepali
P0455,Dumbbell,Sports,"Martinez, Brown and Nunez","Hall, Smith and Moreno",V017,Premium dumbbell designed for everyday use.,White,Plastic,XL,"premium,quality",8142,208,In Stock,73,594366,48265,3986,5.53,3.7,245,2026-02-18,Deepali
P0456,Yoga Mat,Sports,"Shaw, Murray and Thompson",Long PLC,V006,Premium yoga mat designed for everyday use.,Black,Leather,S,"premium,quality",5984,364,Low Stock,8,47872,26044,1538,3.51,2.9,610,2025-04-24,Deepali
P0457,Dumbbell,Sports,Chase-Thomas,Haas Group,V008,Premium dumbbell designed for everyday use.,White,Cotton,XL,"premium,quality",928,245,Out of Stock,258,239424,21385,1337,2.9,2.9,206,2024-10-31,Deepali
P0458,Yoga Mat,Sports,Collins Inc,Walker Group,V013,Premium yoga mat designed for everyday use.,Blue,,S,"premium,quality",7216,389,In Stock,250,1804000,9648,2548,1.01,4.6,897,2025-12-12,Deepali
P0459,Dumbbell,Sports,Robinson-Bailey,Lewis Group,V004,,,,,,4869,201,Low Stock,273,1329237,11019,4123,4.99,2.7,641,2026-04-04,Deepali
P0460,Resistance Band,Sports,"Hart, Alvarado and Deleon","Guerrero, Poole and Turner",V010,Premium resistance band designed for everyday use.,Red,,L,"premium,quality",2749,345,Out of Stock,174,478326,23014,3121,7.79,4.8,768,2026-02-23,Deepali
P0461,Resistance Band,Sports,"Fowler, Tucker and Graham",Lowery-Arnold,V012,Premium resistance band designed for everyday use.,Red,,XL,"premium,quality",9982,54,In Stock,114,1137948,18596,3501,1.18,4.3,559,2025-03-17,Deepali
P0462,Dumbbell,Sports,"Grant, Santiago and Calderon",Neal-Alexander,V020,,,,L,,6137,403,In Stock,113,693481,27480,797,6.9,2.6,517,2025-07-20,Deepali
P0463,Cricket Bat,Sports,Ortiz-Daniels,"Bauer, Dixon and Johnson",V004,Premium cricket bat designed for everyday use.,Blue,,M,"premium,quality",2649,482,Low Stock,256,678144,22872,2257,2.32,4.1,502,2024-11-25,Deepali
P0464,Football,Sports,Gordon and Sons,"Brown, Cisneros and Le",V018,Premium football designed for everyday use.,Blue,,M,"premium,quality",2303,304,Out of Stock,47,108241,32629,2075,5.8,2.5,299,2025-09-30,Deepali
P0465,Yoga Mat,Sports,"Jacobs, Ramirez and Weaver",Krause-Zimmerman,V018,,,,,,8777,239,Low Stock,59,517843,24128,3701,5.98,4.2,271,2024-12-06,Deepali
P0466,Cricket Bat,Sports,"Riley, Christensen and Medina","Hill, Jones and Powell",V018,Premium cricket bat designed for everyday use.,Black,,S,"premium,quality",7421,492,Low Stock,162,1202202,34632,580,6.82,2.7,313,2024-07-13,Deepali
P0467,Dumbbell,Sports,Weiss and Sons,Krause Ltd,V010,Premium dumbbell designed for everyday use.,Blue,,M,"premium,quality",5347,425,In Stock,204,1090788,29756,2994,3.36,3.6,696,2024-09-30,Deepali
P0468,Resistance Band,Sports,Brown Inc,Webb and Sons,V006,Premium resistance band designed for everyday use.,White,,,"premium,quality",9854,21,Low Stock,15,147810,2689,2576,1.19,4.4,947,2025-11-05,Deepali
P0469,Resistance Band,Sports,"Burns, Duncan and Owen",Duke-Reilly,V005,Premium resistance band designed for everyday use.,Blue,Steel,S,"premium,quality",2807,102,Out of Stock,246,690522,49234,540,6.28,4.8,616,2024-06-07,Deepali
P0470,Football,Sports,Villanueva-Chen,"Golden, Price and Adams",V002,Premium football designed for everyday use.,Red,,,"premium,quality",3148,205,Low Stock,169,532012,49622,3924,7.51,2.9,75,2026-03-01,Deepali
P0471,Football,Sports,Bowen PLC,"Sandoval, Bryant and Gutierrez",V008,,,,M,,6846,23,In Stock,135,924210,42871,4313,2.72,3.5,383,2024-07-30,Deepali
P0472,Cricket Bat,Sports,"Osborne, Fernandez and Adams",Vang and Sons,V016,Premium cricket bat designed for everyday use.,Black,,,"premium,quality",4310,259,Low Stock,235,1012850,21399,991,3.61,3.3,194,2024-09-26,Deepali
P0473,Football,Sports,"Jackson, Smith and Richardson","Taylor, Rodriguez and Cohen",V017,Premium football designed for everyday use.,Black,,S,"premium,quality",7962,232,In Stock,271,2157702,48035,637,6.12,4.5,605,2025-11-13,Deepali
P0474,Dumbbell,Sports,"Garrison, Rodriguez and Gallagher",Dorsey-Gonzales,V006,,,,,,9767,56,Out of Stock,255,2490585,37523,2513,4.16,3.3,265,2024-06-30,Deepali
P0475,Dumbbell,Sports,"Martin, Williams and Rogers",Weaver-Wilson,V019,Premium dumbbell designed for everyday use.,Black,,L,"premium,quality",3828,374,Low Stock,24,91872,1645,3314,1.72,3.9,900,2025-11-04,Deepali
P0476,Football,Sports,"Roberts, Watson and Molina","Thompson, Gonzales and Leon",V004,,,,M,,9942,437,Out of Stock,11,109362,6287,2662,1.49,3.7,548,2026-01-09,Deepali
P0477,Yoga Mat,Sports,Goodwin Ltd,Guerra-Sparks,V013,Premium yoga mat designed for everyday use.,Blue,,L,"premium,quality",9901,394,In Stock,262,2594062,36341,1074,5.08,4.1,740,2025-04-21,Deepali
P0478,Yoga Mat,Sports,Marshall-Armstrong,Jones-Jackson,V016,,,,L,,5621,267,Low Stock,182,1023022,7865,1735,6.26,2.9,410,2024-08-20,Deepali
P0479,Cricket Bat,Sports,"Barnett, Williams and Foster",Mason-Gibbs,V018,,,,XL,,6289,250,Out of Stock,73,459097,6919,4459,7.72,4.9,602,2025-05-14,Deepali
P0480,Cricket Bat,Sports,Christensen-Barnes,Thomas-Young,V018,,,,S,,5864,110,Out of Stock,278,1630192,41835,1477,7.08,3.8,69,2025-08-26,Deepali
P0481,Cricket Bat,Sports,Allen-Morales,"Wallace, Griffin and Brown",V009,Premium cricket bat designed for everyday use.,Red,,,"premium,quality",1025,449,In Stock,168,172200,23592,236,2.62,3.9,438,2025-10-24,Deepali
P0482,Cricket Bat,Sports,"Gardner, Lopez and Gray","Rogers, Floyd and Harrison",V001,Premium cricket bat designed for everyday use.,White,Leather,XL,"premium,quality",9292,190,In Stock,17,157964,16667,250,1.61,3.1,744,2024-12-22,Deepali
P0483,Cricket Bat,Sports,Lindsey-Silva,"Young, Hayes and Jennings",V012,Premium cricket bat designed for everyday use.,Black,,M,"premium,quality",9631,171,Low Stock,192,1849152,19047,2024,0.93,4.5,828,2025-06-21,Deepali
P0484,Yoga Mat,Sports,Snyder and Sons,"Butler, Estrada and Phillips",V014,Premium yoga mat designed for everyday use.,Brown,,S,"premium,quality",3238,29,In Stock,216,699408,15559,1332,2.13,4.6,161,2024-10-09,Deepali
P0485,Cricket Bat,Sports,Dunn Ltd,Hull-Perkins,V011,,,,L,,2190,71,In Stock,135,295650,35112,3259,3.98,4.9,543,2025-07-09,Deepali
P0486,Yoga Mat,Sports,Reed-Reed,"Zamora, Martin and Shaffer",V009,,,,L,,8437,80,Out of Stock,169,1425853,44871,2782,3.95,2.8,147,2025-12-27,Deepali
P0487,Football,Sports,Collins-Allen,James Ltd,V012,Premium football designed for everyday use.,Red,Steel,L,"premium,quality",715,483,Low Stock,65,46475,18926,881,0.86,3.5,435,2025-05-08,Deepali
P0488,Yoga Mat,Sports,"Winters, Velasquez and Green",Greene Ltd,V019,Premium yoga mat designed for everyday use.,Black,Steel,,"premium,quality",7218,412,Low Stock,118,851724,40050,2800,3.37,3.5,966,2024-08-17,Deepali
P0489,Dumbbell,Sports,King LLC,"Wilkerson, Hurst and Spencer",V003,Premium dumbbell designed for everyday use.,White,,L,"premium,quality",9277,339,In Stock,299,2773823,16800,4805,1.55,2.9,697,2025-04-18,Deepali
P0490,Cricket Bat,Sports,Harris PLC,Gallegos-Allen,V003,,,,,,9733,156,In Stock,227,2209391,28531,1252,1.46,4.8,134,2025-08-13,Deepali
P0491,Football,Sports,"Davis, Cooper and Jones","James, Hughes and Bass",V015,,,,XL,,4259,185,In Stock,43,183137,19301,632,1.78,4.9,296,2024-09-16,Deepali
P0492,Yoga Mat,Sports,Evans-Fisher,Murphy LLC,V011,,,,L,,4239,2,In Stock,211,894429,48221,141,3.1,3.1,433,2025-02-11,Deepali
P0493,Resistance Band,Sports,Woods-Martinez,"Gonzales, Park and Arnold",V013,,,,XL,,2058,244,In Stock,228,469224,20665,2600,2.64,4.3,240,2026-03-11,Deepali
P0494,Cricket Bat,Sports,Johnson-Willis,"Fields, Frank and Harmon",V019,,,,M,,2482,491,Out of Stock,279,692478,17416,4437,2.92,3.7,88,2025-09-23,Deepali
P0495,Yoga Mat,Sports,Shaw LLC,Perkins-Benson,V006,,,,,,1108,284,In Stock,105,116340,11578,579,6.73,3,800,2024-10-20,Deepali
P0496,Football,Sports,Willis PLC,Medina Inc,V007,Premium football designed for everyday use.,Black,,XL,"premium,quality",9310,335,In Stock,220,2048200,38651,2750,3.09,3,311,2026-05-25,Deepali
P0497,Resistance Band,Sports,Williams PLC,Cox-Davila,V018,Premium resistance band designed for everyday use.,White,Cotton,,"premium,quality",5345,0,In Stock,77,411565,19957,669,2.94,4.4,790,2025-12-27,Deepali
P0498,Football,Sports,Molina and Sons,Walsh and Sons,V008,Premium football designed for everyday use.,Red,Wood,L,"premium,quality",3059,273,Out of Stock,252,770868,38904,2954,3.6,4.6,939,2025-06-20,Deepali
P0499,Dumbbell,Sports,Dillon Group,"Brown, Robinson and Chapman",V016,Premium dumbbell designed for everyday use.,Brown,,XL,"premium,quality",5444,185,Out of Stock,145,789380,15311,4113,1.02,3.6,192,2025-05-18,Deepali
P0500,Dumbbell,Sports,"Cameron, James and Roberts","Mcguire, Mathis and Delgado",V010,Premium dumbbell designed for everyday use.,Red,Leather,XL,"premium,quality",7872,44,Low Stock,184,1448448,42579,3317,2.21,2.9,188,2026-03-24,Deepali
